200.00	-48.847656
200.02	44.835938
200.04	58.226563
200.06	48.802734
200.08	-19.577148
200.10	21.962891
200.12	-24.630859
200.14	-15.070313
200.16	43.923828
200.18	-31.332031
200.20	-35.764648
200.22	-33.108398
200.24	-55.479492
200.26	17.864258
200.28	6.526367
200.30	33.293945
200.32	-26.403320
200.34	-14.707031
200.36	-64.841797
200.38	25.890625
200.40	4.388672
200.42	-12.035156
200.44	-19.967773
200.46	30.759766
200.48	16.255859
200.50	-8.905273
200.52	17.189453
200.54	-0.023438
200.56	15.207031
200.58	-7.618164
200.60	68.993164
200.62	57.964844
200.64	3.885742
200.66	41.996094
200.68	4.251953
200.70	-41.048828
200.72	-57.275391
200.74	10.507813
200.76	-0.202148
200.78	22.002930
200.80	-3.979492
200.82	-89.387695
200.84	-6.112305
200.86	0.774414
200.88	22.217773
200.90	-39.077148
200.92	17.429688
200.94	-88.177734
200.96	48.519531
200.98	6.928711
201.00	33.458008
201.02	-43.463867
201.04	-57.302734
201.06	-39.111328
201.08	0.447266
201.10	4.499023
201.12	12.018555
201.14	29.197266
201.16	74.800781
201.18	-68.547852
201.20	-112.747070
201.22	61.638672
201.24	-3.565430
201.26	-46.171875
201.28	-11.270508
201.30	-71.618164
201.32	-47.164063
201.34	-3.000977
201.36	5.250977
201.38	55.234375
201.40	-11.103516
201.42	-45.337891
201.44	-38.662109
201.46	-23.673828
201.48	-56.911133
201.50	-5.656250
201.52	-79.135742
201.54	-50.635742
201.56	24.614258
201.58	61.797852
201.60	25.500977
201.62	2.374023
201.64	-69.036133
201.66	57.125000
201.68	-8.546875
201.70	-33.641602
201.72	34.092773
201.74	-21.441406
201.76	-76.823242
201.78	-99.768555
201.80	43.372070
201.82	-3.501953
201.84	2.378906
201.86	8.750977
201.88	-12.585938
201.90	31.205078
201.92	22.304688
201.94	-36.166992
201.96	42.982422
201.98	28.535156
202.00	43.548828
202.02	-9.616211
202.04	-21.761719
202.06	-20.683594
202.08	-102.935547
202.10	16.204102
202.12	-22.011719
202.14	-34.665039
202.16	7.163086
202.18	11.752930
202.20	32.833984
202.22	-94.635742
202.24	-14.706055
202.26	5.554688
202.28	-31.636719
202.30	22.986328
202.32	19.643555
202.34	62.100586
202.36	-35.128906
202.38	32.476563
202.40	-56.845703
202.42	-81.708984
202.44	-37.058594
202.46	-7.247070
202.48	-12.465820
202.50	-43.244141
202.52	-19.199219
202.54	-105.564453
202.56	100.268555
202.58	59.048828
202.60	29.497070
202.62	-12.250977
202.64	-47.395508
202.66	-83.615234
202.68	50.411133
202.70	-80.911133
202.72	-36.692383
202.74	40.733398
202.76	-7.605469
202.78	-74.075195
202.80	-67.872070
202.82	-46.153320
202.84	49.375977
202.86	-17.864258
202.88	52.650391
202.90	-4.911133
202.92	-14.273438
202.94	82.417969
202.96	46.120117
202.98	-12.450195
203.00	-62.387695
203.02	21.121094
203.04	36.560547
203.06	-46.627930
203.08	-13.813477
203.10	32.904297
203.12	100.270508
203.14	15.907227
203.16	-51.262695
203.18	31.757813
203.20	7.291016
203.22	-21.904297
203.24	92.241211
203.26	-27.234375
203.28	-59.635742
203.30	-23.606445
203.32	4.462891
203.34	21.625000
203.36	10.687500
203.38	43.063477
203.40	95.362305
203.42	-36.427734
203.44	-19.904297
203.46	-55.085938
203.48	69.693359
203.50	0.408203
203.52	-110.745117
203.54	20.033203
203.56	1.554688
203.58	-32.975586
203.60	74.199219
203.62	-31.815430
203.64	-23.472656
203.66	65.758789
203.68	-22.616211
203.70	-27.734375
203.72	-22.000977
203.74	-74.766602
203.76	47.765625
203.78	7.329102
203.80	-4.958008
203.82	-1.559570
203.84	-16.215820
203.86	-73.636719
203.88	35.291016
203.90	29.943359
203.92	0.667969
203.94	2.897461
203.96	45.332031
203.98	42.121094
204.00	-83.362305
204.02	34.632813
204.04	-5.301758
204.06	-24.083008
204.08	-5.259766
204.10	3.235352
204.12	61.377930
204.14	-15.318359
204.16	-19.107422
204.18	-7.499023
204.20	31.935547
204.22	37.981445
204.24	-47.569336
204.26	-77.891602
204.28	-28.224609
204.30	-17.171875
204.32	-92.967773
204.34	-54.851563
204.36	-34.880859
204.38	44.160156
204.40	23.802734
204.42	60.207031
204.44	-60.273438
204.46	-11.122070
204.48	-14.845703
204.50	12.060547
204.52	-19.437500
204.54	43.079102
204.56	-16.324219
204.58	38.105469
204.60	2.443359
204.62	5.504883
204.64	40.110352
204.66	-120.047852
204.68	-47.608398
204.70	15.913086
204.72	22.511719
204.74	-63.194336
204.76	-23.903320
204.78	-70.062500
204.80	25.227539
204.82	-21.983398
204.84	-23.182617
204.86	0.232422
204.88	-11.482422
204.90	-4.909180
204.92	64.662109
204.94	-43.411133
204.96	-123.331055
204.98	-19.949219
205.00	5.417969
205.02	-45.122070
205.04	-27.366211
205.06	25.756836
205.08	15.565430
205.10	-35.616211
205.12	22.624023
205.14	-0.615234
205.16	60.750000
205.18	2.500977
205.20	-74.765625
205.22	-36.966797
205.24	11.420898
205.26	1.856445
205.28	38.043945
205.30	2.214844
205.32	-119.953125
205.34	17.166016
205.36	17.482422
205.38	-67.619141
205.40	16.519531
205.42	-25.137695
205.44	-56.215820
205.46	-16.884766
205.48	-34.804688
205.50	82.215820
205.52	4.663086
205.54	8.680664
205.56	8.682617
205.58	57.531250
205.60	-27.177734
205.62	27.894531
205.64	-34.510742
205.66	-31.043945
205.68	31.794922
205.70	3.810547
205.72	-38.443359
205.74	0.827148
205.76	90.661133
205.78	-43.510742
205.80	12.303711
205.82	-21.148438
205.84	-48.592773
205.86	-50.010742
205.88	19.484375
205.90	-28.338867
205.92	-40.602539
205.94	-11.317383
205.96	-12.819336
205.98	31.757813
206.00	-43.232422
206.02	-42.783203
206.04	-18.513672
206.06	2.802734
206.08	-54.291016
206.10	18.237305
206.12	-26.484375
206.14	-17.659180
206.16	45.938477
206.18	101.987305
206.20	-17.976563
206.22	92.411133
206.24	6.113281
206.26	19.634766
206.28	56.758789
206.30	33.620117
206.32	18.121094
206.34	-26.917969
206.36	-33.969727
206.38	5.568359
206.40	-32.084961
206.42	6.788086
206.44	-23.674805
206.46	-42.583984
206.48	-31.869141
206.50	51.254883
206.52	14.137695
206.54	-3.212891
206.56	-0.375977
206.58	-33.084961
206.60	-42.599609
206.62	-7.321289
206.64	44.639648
206.66	-78.966797
206.68	-0.304688
206.70	13.125977
206.72	49.537109
206.74	12.304688
206.76	-15.072266
206.78	-85.923828
206.80	-1.855469
206.82	-81.191406
206.84	44.491211
206.86	59.306641
206.88	74.040039
206.90	17.193359
206.92	-4.826172
206.94	-90.190430
206.96	-59.677734
206.98	66.594727
207.00	-21.494141
207.02	53.556641
207.04	5.929688
207.06	3.067383
207.08	-40.871094
207.10	-8.207031
207.12	43.427734
207.14	46.297852
207.16	56.645508
207.18	-8.806641
207.20	19.069336
207.22	31.579102
207.24	48.245117
207.26	47.026367
207.28	26.730469
207.30	-47.077148
207.32	46.362305
207.34	-4.864258
207.36	-29.045898
207.38	-31.008789
207.40	-78.512695
207.42	-75.781250
207.44	-69.420898
207.46	43.084961
207.48	11.477539
207.50	7.861328
207.52	23.014648
207.54	18.801758
207.56	-47.279297
207.58	16.621094
207.60	-44.109375
207.62	-58.698242
207.64	-60.656250
207.66	40.981445
207.68	32.000977
207.70	2.475586
207.72	-25.945313
207.74	18.609375
207.76	-7.391602
207.78	-0.360352
207.80	23.739258
207.82	-59.416992
207.84	-33.878906
207.86	76.010742
207.88	10.218750
207.90	38.558594
207.92	5.206055
207.94	-31.272461
207.96	-19.678711
207.98	-33.697266
208.00	-1.846680
208.02	32.765625
208.04	42.182617
208.06	-90.218750
208.08	67.583008
208.10	68.379883
208.12	10.356445
208.14	-13.113281
208.16	-27.944336
208.18	29.846680
208.20	52.662109
208.22	-14.845703
208.24	-72.744141
208.26	-83.368164
208.28	22.643555
208.30	18.238281
208.32	31.946289
208.34	3.830078
208.36	-4.583008
